"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","region","time_of_year"
1,1978,3,"Other","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,3,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Spring"
1,1978,3,"Other","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,3,"Other","Government (General)","Firearms","Hostage Taking (Barricade Incident)","Western Europe","Spring"
1,1978,3,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
2,1978,3,"Basque Fatherland and Freedom (ETA)","Utilities","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1978,3,"Basque Fatherland and Freedom (ETA)","Utilities","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1978,3,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Spring"
1,1978,3,"Other","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,4,"Other","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,4,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1978,4,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
1,1978,4,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1978,4,"Other","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
2,1978,5,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1978,5,"Other","Business","Firearms","Assassination","Western Europe","Spring"
1,1978,5,"Basque Fatherland and Freedom (ETA)","Police","Melee","Assassination","Western Europe","Spring"
2,1978,5,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Spring"
5,1978,5,"Other","Airports & Aircraft","Firearms","Bombing/Explosion","Western Europe","Spring"
1,1978,5,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Armed Assault","Western Europe","Spring"
1,1978,5,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Spring"
3,1978,6,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Summer"
1,1978,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
1,1978,6,"Other","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,6,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
2,1978,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,6,"Protestant extremists","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Summer"
1,1978,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
4,1978,6,"Irish Republican Army (IRA)","Government (General)","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1978,6,"Other","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,6,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
1,1978,6,"Irish Republican Army (IRA)","Military","Firearms","Bombing/Explosion","Western Europe","Summer"
1,1978,6,"Basque Fatherland and Freedom (ETA)","Journalists & Media","Firearms","Assassination","Western Europe","Summer"
1,1978,6,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Assassination","Western Europe","Summer"
1,1978,7,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1978,7,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1978,7,"Basque Fatherland and Freedom (ETA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1978,7,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Summer"
1,1978,7,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Summer"
1,1978,7,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1978,7,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1978,7,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1978,7,"Irish Republican Extremists","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
2,1978,7,"Other","Government (Diplomatic)","Firearms","Hostage Taking (Barricade Incident)","Western Europe","Summer"
1,1978,8,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
2,1978,8,"Other","Government (Diplomatic)","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Summer"
1,1978,8,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
2,1978,8,"Other","Transportation","Firearms","Armed Assault","Western Europe","Summer"
1,1978,8,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Summer"
1,1978,8,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1978,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Other","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Other","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,8,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1978,9,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1978,9,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,9,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
2,1978,9,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,9,"Other","Business","Firearms","Assassination","Western Europe","Autumn"
1,1978,9,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1978,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,9,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,10,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,10,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Other","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Irish Republican Army (IRA)","Transportation","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
2,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
2,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
2,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,10,"Protestant extremists","Private Citizens & Property","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
3,1978,11,"Other","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1978,11,"Ulster Volunteer Force (UVF)","Business","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
2,1978,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1978,11,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1978,11,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Autumn"
3,1978,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1978,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1978,12,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1978,12,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1978,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
2,1978,12,"Other","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1978,12,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1978,12,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
3,1978,12,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Winter"
1,1978,12,"Other","Terrorists/Non-State Militia","Explosives","Assassination","Western Europe","Winter"
1,1978,12,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
2,1979,1,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
2,1979,1,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Other","Government (General)","Incendiary","Facility/Infrastructure Attack","Western Europe","Winter"
1,1979,1,"Other","Violent Political Party","Firearms","Assassination","Western Europe","Winter"
2,1979,1,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1979,1,"Other","Police","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Other","Government (General)","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Business","Firearms","Armed Assault","Western Europe","Winter"
1,1979,1,"Other","Police","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Winter"
1,1979,1,"Irish Republican Army (IRA)","Police","Firearms","Armed Assault","Western Europe","Winter"
1,1979,2,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Winter"
2,1979,2,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Winter"
